head	lemma	derivation	category	model	method	max
H1	kf	kf	dhaatu	orginal	orginal	3
H1	kf	kf	dhaatu	qwen	k_hop	3
H1	kf	kf	dhaatu	qwen	hac	1
H1	kf	kf	dhaatu	qwen	louvain	3
H1	kf	kf	dhaatu	qwen	leiden	3
H1	mad	mad	dhaatu	orginal	orginal	3
H1	mad	mad	dhaatu	qwen	k_hop	9
H1	mad	mad	dhaatu	qwen	hac	1
H1	mad	mad	dhaatu	qwen	louvain	9
H1	mad	mad	dhaatu	qwen	leiden	10
H1	muc	muc	dhaatu	orginal	orginal	5
H1	muc	muc	dhaatu	qwen	k_hop	8
H1	muc	muc	dhaatu	qwen	hac	1
H1	muc	muc	dhaatu	qwen	louvain	6
H1	muc	muc	dhaatu	qwen	leiden	7
H1	prakfti	pra-kfti	cpd-praatipadika	orginal	orginal	25
H1	prakfti	pra-kfti	cpd-praatipadika	qwen	k_hop	31
H1	prakfti	pra-kfti	cpd-praatipadika	qwen	hac	1
H1	prakfti	pra-kfti	cpd-praatipadika	qwen	louvain	32
H1	prakfti	pra-kfti	cpd-praatipadika	qwen	leiden	32
H1	rUpa	rUpa/	praatipadika	orginal	orginal	26
H1	rUpa	rUpa/	praatipadika	qwen	k_hop	32
H1	rUpa	rUpa/	praatipadika	qwen	hac	1
H1	rUpa	rUpa/	praatipadika	qwen	louvain	32
H1	rUpa	rUpa/	praatipadika	qwen	leiden	32
H1	rasa	ra/sa	praatipadika	orginal	orginal	32
H1	rasa	ra/sa	praatipadika	qwen	k_hop	31
H1	rasa	ra/sa	praatipadika	qwen	hac	1
H1	rasa	ra/sa	praatipadika	qwen	louvain	26
H1	rasa	ra/sa	praatipadika	qwen	leiden	26
H1	saha	saha/	avyaya	orginal	orginal	3
H1	saha	saha/	avyaya	qwen	k_hop	2
H1	saha	saha/	avyaya	qwen	hac	1
H1	saha	saha/	avyaya	qwen	louvain	4
H1	saha	saha/	avyaya	qwen	leiden	4
H1	saha	saha/	praatipadika	orginal	orginal	14
H1	saha	saha/	praatipadika	qwen	k_hop	11
H1	saha	saha/	praatipadika	qwen	hac	1
H1	saha	saha/	praatipadika	qwen	louvain	10
H1	saha	saha/	praatipadika	qwen	leiden	11
H1	sarva	sa/rva	praatipadika	orginal	orginal	8
H1	sarva	sa/rva	praatipadika	qwen	k_hop	6
H1	sarva	sa/rva	praatipadika	qwen	hac	1
H1	sarva	sa/rva	praatipadika	qwen	louvain	7
H1	sarva	sa/rva	praatipadika	qwen	leiden	10
H1	su	su	dhaatu	orginal	orginal	4
H1	su	su	dhaatu	qwen	k_hop	3
H1	su	su	dhaatu	qwen	hac	1
H1	su	su	dhaatu	qwen	louvain	4
H1	su	su	dhaatu	qwen	leiden	5
H1	su	su/	upasarga	orginal	orginal	1
H1	su	su/	upasarga	qwen	k_hop	3
H1	su	su/	upasarga	qwen	hac	1
H1	su	su/	upasarga	qwen	louvain	5
H1	su	su/	upasarga	qwen	leiden	6
H1	tad	ta/d	praatipadika	orginal	orginal	10
H1	tad	ta/d	praatipadika	qwen	k_hop	3
H1	tad	ta/d	praatipadika	qwen	hac	1
H1	tad	ta/d	praatipadika	qwen	louvain	6
H1	tad	ta/d	praatipadika	qwen	leiden	6
H1	tad	tad	praatipadika	orginal	orginal	6
H1	tad	tad	praatipadika	qwen	k_hop	4
H1	tad	tad	praatipadika	qwen	hac	1
H1	tad	tad	praatipadika	qwen	louvain	5
H1	tad	tad	praatipadika	qwen	leiden	7
H1	tatas	ta/tas	praatipadika	orginal	orginal	17
H1	tatas	ta/tas	praatipadika	qwen	k_hop	2
H1	tatas	ta/tas	praatipadika	qwen	hac	1
H1	tatas	ta/tas	praatipadika	qwen	louvain	3
H1	tatas	ta/tas	praatipadika	qwen	leiden	5
H1	tu	tu	dhaatu	orginal	orginal	1
H1	tu	tu	dhaatu	qwen	k_hop	5
H1	tu	tu	dhaatu	qwen	hac	1
H1	tu	tu	dhaatu	qwen	louvain	5
H1	tu	tu	dhaatu	qwen	leiden	5
H1	tu	tu/	avyaya	orginal	orginal	12
H1	tu	tu/	avyaya	qwen	k_hop	5
H1	tu	tu/	avyaya	qwen	hac	1
H1	tu	tu/	avyaya	qwen	louvain	7
H1	tu	tu/	avyaya	qwen	leiden	8
H1	uttara	u/t-tara	cpd-praatipadika	orginal	orginal	2
H1	uttara	u/t-tara	cpd-praatipadika	qwen	k_hop	1
H1	uttara	u/t-tara	cpd-praatipadika	qwen	hac	1
H1	uttara	u/t-tara	cpd-praatipadika	qwen	louvain	1
H1	uttara	u/t-tara	cpd-praatipadika	qwen	leiden	1
H1	uttara	u/ttara	praatipadika	orginal	orginal	27
H1	uttara	u/ttara	praatipadika	qwen	k_hop	16
H1	uttara	u/ttara	praatipadika	qwen	hac	1
H1	uttara	u/ttara	praatipadika	qwen	louvain	18
H1	uttara	u/ttara	praatipadika	qwen	leiden	19
H1	vac	vac	dhaatu	orginal	orginal	1
H1	vac	vac	dhaatu	qwen	k_hop	8
H1	vac	vac	dhaatu	qwen	hac	1
H1	vac	vac	dhaatu	qwen	louvain	7
H1	vac	vac	dhaatu	qwen	leiden	6
H1	yoga	yo/ga	praatipadika	orginal	orginal	38
H1	yoga	yo/ga	praatipadika	qwen	k_hop	35
H1	yoga	yo/ga	praatipadika	qwen	hac	1
H1	yoga	yo/ga	praatipadika	qwen	louvain	31
H1	yoga	yo/ga	praatipadika	qwen	leiden	32
H1	yuj	yu/j	dhaatu	orginal	orginal	10
H1	yuj	yu/j	dhaatu	qwen	k_hop	10
H1	yuj	yu/j	dhaatu	qwen	hac	1
H1	yuj	yu/j	dhaatu	qwen	louvain	10
H1	yuj	yu/j	dhaatu	qwen	leiden	10
H1	yuj	yuj	dhaatu	orginal	orginal	1
H1	yuj	yuj	dhaatu	qwen	k_hop	12
H1	yuj	yuj	dhaatu	qwen	hac	1
H1	yuj	yuj	dhaatu	qwen	louvain	11
H1	yuj	yuj	dhaatu	qwen	leiden	11
H1	BAva	BAva/	praatipadika	orginal	orginal	30
H1	BAva	BAva/	praatipadika	Vya	k_hop	22
H1	BAva	BAva/	praatipadika	Vya	hac	8
H1	BAva	BAva/	praatipadika	Vya	louvain	19
H1	BAva	BAva/	praatipadika	Vya	leiden	19
H1	BU	BU	dhaatu	orginal	orginal	2
H1	BU	BU	dhaatu	Vya	k_hop	2
H1	BU	BU	dhaatu	Vya	hac	1
H1	BU	BU	dhaatu	Vya	louvain	2
H1	BU	BU	dhaatu	Vya	leiden	2
H1	BU	BU/	dhaatu	orginal	orginal	14
H1	BU	BU/	dhaatu	Vya	k_hop	7
H1	BU	BU/	dhaatu	Vya	hac	3
H1	BU	BU/	dhaatu	Vya	louvain	6
H1	BU	BU/	dhaatu	Vya	leiden	7
H1	Darma	Da/rma	praatipadika	orginal	orginal	27
H1	Darma	Da/rma	praatipadika	Vya	k_hop	21
H1	Darma	Da/rma	praatipadika	Vya	hac	7
H1	Darma	Da/rma	praatipadika	Vya	louvain	20
H1	Darma	Da/rma	praatipadika	Vya	leiden	20
H1	Darma	Darma	naama-dhaatu	orginal	orginal	1
H1	Darma	Darma	naama-dhaatu	Vya	k_hop	2
H1	Darma	Darma	naama-dhaatu	Vya	hac	2
H1	Darma	Darma	naama-dhaatu	Vya	louvain	2
H1	Darma	Darma	naama-dhaatu	Vya	leiden	2
H1	agra	a/gra	praatipadika	orginal	orginal	15
H1	agra	a/gra	praatipadika	Vya	k_hop	9
H1	agra	a/gra	praatipadika	Vya	hac	4
H1	agra	a/gra	praatipadika	Vya	louvain	10
H1	agra	a/gra	praatipadika	Vya	leiden	11
H1	agra	agra	praatipadika	orginal	orginal	1
H1	agra	agra	praatipadika	Vya	k_hop	2
H1	agra	agra	praatipadika	Vya	hac	1
H1	agra	agra	praatipadika	Vya	louvain	2
H1	agra	agra	praatipadika	Vya	leiden	2
H1	arTa	a/rTa	praatipadika	orginal	orginal	15
H1	arTa	a/rTa	praatipadika	Vya	k_hop	13
H1	arTa	a/rTa	praatipadika	Vya	hac	5
H1	arTa	a/rTa	praatipadika	Vya	louvain	12
H1	arTa	a/rTa	praatipadika	Vya	leiden	14
H1	banD	banD	dhaatu	orginal	orginal	1
H1	banD	banD	dhaatu	Vya	k_hop	12
H1	banD	banD	dhaatu	Vya	hac	8
H1	banD	banD	dhaatu	Vya	louvain	12
H1	banD	banD	dhaatu	Vya	leiden	13
H1	brahman	bra/hman	praatipadika	orginal	orginal	11
H1	brahman	bra/hman	praatipadika	Vya	k_hop	10
H1	brahman	bra/hman	praatipadika	Vya	hac	6
H1	brahman	bra/hman	praatipadika	Vya	louvain	10
H1	brahman	bra/hman	praatipadika	Vya	leiden	10
H1	brahman	brahma/n	praatipadika	orginal	orginal	16
H1	brahman	brahma/n	praatipadika	Vya	k_hop	11
H1	brahman	brahma/n	praatipadika	Vya	hac	5
H1	brahman	brahma/n	praatipadika	Vya	louvain	10
H1	brahman	brahma/n	praatipadika	Vya	leiden	11
H1	citra	citra	praatipadika	orginal	orginal	1
H1	citra	citra	praatipadika	Vya	k_hop	2
H1	citra	citra	praatipadika	Vya	hac	1
H1	citra	citra	praatipadika	Vya	louvain	2
H1	citra	citra	praatipadika	Vya	leiden	2
H1	citra	citra/	praatipadika	orginal	orginal	33
H1	citra	citra/	praatipadika	Vya	k_hop	11
H1	citra	citra/	praatipadika	Vya	hac	7
H1	citra	citra/	praatipadika	Vya	louvain	10
H1	citra	citra/	praatipadika	Vya	leiden	11
H1	dfS	df/S	praatipadika	orginal	orginal	7
H1	dfS	df/S	praatipadika	Vya	k_hop	3
H1	dfS	df/S	praatipadika	Vya	hac	1
H1	dfS	df/S	praatipadika	Vya	louvain	4
H1	dfS	df/S	praatipadika	Vya	leiden	5
H1	dfS	dfS	praatipadika	orginal	orginal	1
H1	dfS	dfS	praatipadika	Vya	k_hop	7
H1	dfS	dfS	praatipadika	Vya	hac	3
H1	dfS	dfS	praatipadika	Vya	louvain	8
H1	dfS	dfS	praatipadika	Vya	leiden	10
H1	eka	e/ka	praatipadika	orginal	orginal	12
H1	eka	e/ka	praatipadika	Vya	k_hop	11
H1	eka	e/ka	praatipadika	Vya	hac	4
H1	eka	e/ka	praatipadika	Vya	louvain	8
H1	eka	e/ka	praatipadika	Vya	leiden	10
H1	eva	e/va	praatipadika	orginal	orginal	5
H1	eva	e/va	praatipadika	Vya	k_hop	4
H1	eva	e/va	praatipadika	Vya	hac	2
H1	eva	e/va	praatipadika	Vya	louvain	4
H1	eva	e/va	praatipadika	Vya	leiden	5
H1	eva	eva/	avyaya	orginal	orginal	4
H1	eva	eva/	avyaya	Vya	k_hop	4
H1	eva	eva/	avyaya	Vya	hac	2
H1	eva	eva/	avyaya	Vya	louvain	4
H1	eva	eva/	avyaya	Vya	leiden	6
H1	gam	gam	dhaatu	orginal	orginal	1
H1	gam	gam	dhaatu	Vya	k_hop	9
H1	gam	gam	dhaatu	Vya	hac	6
H1	gam	gam	dhaatu	Vya	louvain	9
H1	gam	gam	dhaatu	Vya	leiden	12
H1	grah	grah	dhaatu	orginal	orginal	1
H1	grah	grah	dhaatu	Vya	k_hop	7
H1	grah	grah	dhaatu	Vya	hac	3
H1	grah	grah	dhaatu	Vya	louvain	5
H1	grah	grah	dhaatu	Vya	leiden	7
H1	han	han	dhaatu	orginal	orginal	1
H1	han	han	dhaatu	Vya	k_hop	1
H1	han	han	dhaatu	Vya	hac	1
H1	han	han	dhaatu	Vya	louvain	1
H1	han	han	dhaatu	Vya	leiden	1
H1	han	han	naama-dhaatu	orginal	orginal	1
H1	han	han	naama-dhaatu	Vya	k_hop	4
H1	han	han	naama-dhaatu	Vya	hac	1
H1	han	han	naama-dhaatu	Vya	louvain	5
H1	han	han	naama-dhaatu	Vya	leiden	5
H1	hari	ha/ri	praatipadika	orginal	orginal	31
H1	hari	ha/ri	praatipadika	Vya	k_hop	15
H1	hari	ha/ri	praatipadika	Vya	hac	7
H1	hari	ha/ri	praatipadika	Vya	louvain	16
H1	hari	ha/ri	praatipadika	Vya	leiden	16
H1	hari	hari	praatipadika	orginal	orginal	2
H1	hari	hari	praatipadika	Vya	k_hop	2
H1	hari	hari	praatipadika	Vya	hac	1
H1	hari	hari	praatipadika	Vya	louvain	2
H1	hari	hari	praatipadika	Vya	leiden	2
H1	hi	hi	dhaatu	orginal	orginal	1
H1	hi	hi	dhaatu	Vya	k_hop	1
H1	hi	hi	dhaatu	Vya	hac	1
H1	hi	hi	dhaatu	Vya	louvain	3
H1	hi	hi	dhaatu	Vya	leiden	3
H1	hi	hi/	avyaya	orginal	orginal	1
H1	hi	hi/	avyaya	Vya	k_hop	2
H1	hi	hi/	avyaya	Vya	hac	1
H1	hi	hi/	avyaya	Vya	louvain	2
H1	hi	hi/	avyaya	Vya	leiden	2
H1	hi	hi/	dhaatu	orginal	orginal	2
H1	hi	hi/	dhaatu	Vya	k_hop	4
H1	hi	hi/	dhaatu	Vya	hac	4
H1	hi	hi/	dhaatu	Vya	louvain	5
H1	hi	hi/	dhaatu	Vya	leiden	6
H1	kAla	kAla	praatipadika	orginal	orginal	25
H1	kAla	kAla	praatipadika	Vya	k_hop	11
H1	kAla	kAla	praatipadika	Vya	hac	6
H1	kAla	kAla	praatipadika	Vya	louvain	11
H1	kAla	kAla	praatipadika	Vya	leiden	12
H1	kAla	kAla/	praatipadika	orginal	orginal	13
H1	kAla	kAla/	praatipadika	Vya	k_hop	2
H1	kAla	kAla/	praatipadika	Vya	hac	1
H1	kAla	kAla/	praatipadika	Vya	louvain	3
H1	kAla	kAla/	praatipadika	Vya	leiden	3
H1	karman	ka/rman	praatipadika	orginal	orginal	12
H1	karman	ka/rman	praatipadika	Vya	k_hop	10
H1	karman	ka/rman	praatipadika	Vya	hac	6
H1	karman	ka/rman	praatipadika	Vya	louvain	11
H1	karman	ka/rman	praatipadika	Vya	leiden	11
H1	kavi	kav	praatipadika	orginal	orginal	4
H1	kavi	kav	praatipadika	Vya	k_hop	6
H1	kavi	kav	praatipadika	Vya	hac	3
H1	kavi	kav	praatipadika	Vya	louvain	6
H1	kavi	kav	praatipadika	Vya	leiden	7
H1	kavi	kavi/	praatipadika	orginal	orginal	27
H1	kavi	kavi/	praatipadika	Vya	k_hop	17
H1	kavi	kavi/	praatipadika	Vya	hac	7
H1	kavi	kavi/	praatipadika	Vya	louvain	15
H1	kavi	kavi/	praatipadika	Vya	leiden	15
H1	kf	kf	dhaatu	orginal	orginal	3
H1	kf	kf	dhaatu	Vya	k_hop	3
H1	kf	kf	dhaatu	Vya	hac	1
H1	kf	kf	dhaatu	Vya	louvain	3
H1	kf	kf	dhaatu	Vya	leiden	3
H1	mad	mad	dhaatu	orginal	orginal	3
H1	mad	mad	dhaatu	Vya	k_hop	5
H1	mad	mad	dhaatu	Vya	hac	3
H1	mad	mad	dhaatu	Vya	louvain	6
H1	mad	mad	dhaatu	Vya	leiden	8
H1	muc	muc	dhaatu	orginal	orginal	5
H1	muc	muc	dhaatu	Vya	k_hop	5
H1	muc	muc	dhaatu	Vya	hac	2
H1	muc	muc	dhaatu	Vya	louvain	6
H1	muc	muc	dhaatu	Vya	leiden	8
H1	prakfti	pra-kfti	cpd-praatipadika	orginal	orginal	25
H1	prakfti	pra-kfti	cpd-praatipadika	Vya	k_hop	26
H1	prakfti	pra-kfti	cpd-praatipadika	Vya	hac	12
H1	prakfti	pra-kfti	cpd-praatipadika	Vya	louvain	24
H1	prakfti	pra-kfti	cpd-praatipadika	Vya	leiden	25
H1	rUpa	rUpa/	praatipadika	orginal	orginal	26
H1	rUpa	rUpa/	praatipadika	Vya	k_hop	14
H1	rUpa	rUpa/	praatipadika	Vya	hac	5
H1	rUpa	rUpa/	praatipadika	Vya	louvain	13
H1	rUpa	rUpa/	praatipadika	Vya	leiden	15
H1	rasa	ra/sa	praatipadika	orginal	orginal	32
H1	rasa	ra/sa	praatipadika	Vya	k_hop	11
H1	rasa	ra/sa	praatipadika	Vya	hac	4
H1	rasa	ra/sa	praatipadika	Vya	louvain	8
H1	rasa	ra/sa	praatipadika	Vya	leiden	9
H1	saha	saha/	avyaya	orginal	orginal	3
H1	saha	saha/	avyaya	Vya	k_hop	2
H1	saha	saha/	avyaya	Vya	hac	2
H1	saha	saha/	avyaya	Vya	louvain	3
H1	saha	saha/	avyaya	Vya	leiden	4
H1	saha	saha/	praatipadika	orginal	orginal	14
H1	saha	saha/	praatipadika	Vya	k_hop	8
H1	saha	saha/	praatipadika	Vya	hac	3
H1	saha	saha/	praatipadika	Vya	louvain	9
H1	saha	saha/	praatipadika	Vya	leiden	9
H1	sarva	sa/rva	praatipadika	orginal	orginal	8
H1	sarva	sa/rva	praatipadika	Vya	k_hop	3
H1	sarva	sa/rva	praatipadika	Vya	hac	2
H1	sarva	sa/rva	praatipadika	Vya	louvain	4
H1	sarva	sa/rva	praatipadika	Vya	leiden	5
H1	su	su	dhaatu	orginal	orginal	4
H1	su	su	dhaatu	Vya	k_hop	2
H1	su	su	dhaatu	Vya	hac	2
H1	su	su	dhaatu	Vya	louvain	3
H1	su	su	dhaatu	Vya	leiden	4
H1	su	su/	upasarga	orginal	orginal	1
H1	su	su/	upasarga	Vya	k_hop	5
H1	su	su/	upasarga	Vya	hac	2
H1	su	su/	upasarga	Vya	louvain	5
H1	su	su/	upasarga	Vya	leiden	5
H1	tad	ta/d	praatipadika	orginal	orginal	10
H1	tad	ta/d	praatipadika	Vya	k_hop	4
H1	tad	ta/d	praatipadika	Vya	hac	3
H1	tad	ta/d	praatipadika	Vya	louvain	5
H1	tad	ta/d	praatipadika	Vya	leiden	9
H1	tad	tad	praatipadika	orginal	orginal	6
H1	tad	tad	praatipadika	Vya	k_hop	3
H1	tad	tad	praatipadika	Vya	hac	3
H1	tad	tad	praatipadika	Vya	louvain	4
H1	tad	tad	praatipadika	Vya	leiden	6
H1	tatas	ta/tas	praatipadika	orginal	orginal	17
H1	tatas	ta/tas	praatipadika	Vya	k_hop	3
H1	tatas	ta/tas	praatipadika	Vya	hac	2
H1	tatas	ta/tas	praatipadika	Vya	louvain	3
H1	tatas	ta/tas	praatipadika	Vya	leiden	6
H1	tu	tu	dhaatu	orginal	orginal	1
H1	tu	tu	dhaatu	Vya	k_hop	5
H1	tu	tu	dhaatu	Vya	hac	2
H1	tu	tu	dhaatu	Vya	louvain	5
H1	tu	tu	dhaatu	Vya	leiden	5
H1	tu	tu/	avyaya	orginal	orginal	12
H1	tu	tu/	avyaya	Vya	k_hop	5
H1	tu	tu/	avyaya	Vya	hac	4
H1	tu	tu/	avyaya	Vya	louvain	6
H1	tu	tu/	avyaya	Vya	leiden	6
H1	uttara	u/t-tara	cpd-praatipadika	orginal	orginal	2
H1	uttara	u/t-tara	cpd-praatipadika	Vya	k_hop	1
H1	uttara	u/t-tara	cpd-praatipadika	Vya	hac	1
H1	uttara	u/t-tara	cpd-praatipadika	Vya	louvain	1
H1	uttara	u/t-tara	cpd-praatipadika	Vya	leiden	1
H1	uttara	u/ttara	praatipadika	orginal	orginal	27
H1	uttara	u/ttara	praatipadika	Vya	k_hop	16
H1	uttara	u/ttara	praatipadika	Vya	hac	5
H1	uttara	u/ttara	praatipadika	Vya	louvain	15
H1	uttara	u/ttara	praatipadika	Vya	leiden	15
H1	vac	vac	dhaatu	orginal	orginal	1
H1	vac	vac	dhaatu	Vya	k_hop	5
H1	vac	vac	dhaatu	Vya	hac	1
H1	vac	vac	dhaatu	Vya	louvain	3
H1	vac	vac	dhaatu	Vya	leiden	8
H1	yoga	yo/ga	praatipadika	orginal	orginal	38
H1	yoga	yo/ga	praatipadika	Vya	k_hop	20
H1	yoga	yo/ga	praatipadika	Vya	hac	7
H1	yoga	yo/ga	praatipadika	Vya	louvain	13
H1	yoga	yo/ga	praatipadika	Vya	leiden	15
H1	yuj	yu/j	dhaatu	orginal	orginal	10
H1	yuj	yu/j	dhaatu	Vya	k_hop	9
H1	yuj	yu/j	dhaatu	Vya	hac	4
H1	yuj	yu/j	dhaatu	Vya	louvain	8
H1	yuj	yu/j	dhaatu	Vya	leiden	9
H1	yuj	yuj	dhaatu	orginal	orginal	1
H1	yuj	yuj	dhaatu	Vya	k_hop	10
H1	yuj	yuj	dhaatu	Vya	hac	5
H1	yuj	yuj	dhaatu	Vya	louvain	9
H1	yuj	yuj	dhaatu	Vya	leiden	13
